Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Operating != Published,Rank by Passenger Count
201604,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,5434,False,13734.5
201112,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5433,False,13736.0
200807,Jet Airways,9W,Jet Airways,9W,International,Asia,Enplaned,Other,International,A,5431,False,13738.0
200511,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5431,False,13738.0
201511,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5431,False,13738.0
201212,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5429,False,13740.5
201306,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5429,False,13740.5
201706,United Airlines,UA,United Airlines,UA,International,Middle East,Deplaned,Other,International,G,5428,False,13742.5
200912,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5428,False,13742.5
201706,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5426,False,13744.5
201406,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,5426,False,13744.5
200612,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,5422,False,13746.0
200807,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5420,False,13747.0
201411,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,5417,False,13749.0
200705,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5417,False,13749.0
201303,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5417,False,13749.0
201001,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5416,False,13751.5
200906,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5416,False,13751.5
200507,ATA Airlines,TZ,ATA Airlines,TZ,Domestic,US,Thru / Transit,Low Fare,Terminal 1,B,5415,False,13754.0
201712,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Enplaned,Low Fare,International,A,5415,False,13754.0
200606,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5415,False,13754.0
201801,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,5413,False,13756.0
201512,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Enplaned,Other,International,G,5412,False,13758.0
201610,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5412,True,13758.0
201609,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5412,False,13758.0
201710,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,G,5411,False,13760.5
201112,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5411,False,13760.5
200510,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Enplaned,Other,International,A,5409,False,13762.0
201311,Air Canada,AC,Air Canada,AC,International,Canada,Deplaned,Other,International,A,5406,False,13763.5
200901,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,5406,False,13763.5
201603,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5405,False,13765.0
201704,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5403,False,13766.0
201502,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5402,False,13767.5
201108,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5402,False,13767.5
200906,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5401,False,13769.0
201102,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5400,False,13770.5
201406,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5400,False,13770.5
200808,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5397,True,13773.5
201502,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5397,False,13773.5
201506,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5397,False,13773.5
201006,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5397,False,13773.5
201802,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5396,False,13776.0
200901,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5394,False,13777.0
200804,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5393,False,13778.0
200706,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Thru / Transit,Other,Terminal 1,B,5392,False,13779.5
201007,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,5392,False,13779.5
201510,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5391,False,13781.0
200611,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5390,False,13784.0
201405,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5390,True,13784.0
201311,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5390,False,13784.0
200812,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5390,False,13784.0
201705,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5390,False,13784.0
201507,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5389,False,13787.0
201709,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5388,False,13788.0
201309,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,5387,False,13789.0
201208,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5385,False,13790.5
201605,United Airlines,UA,United Airlines,UA,International,Australia / Oceania,Enplaned,Other,International,G,5385,False,13790.5
201201,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5384,False,13793.0
201103,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5384,False,13793.0
201202,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5384,False,13793.0
201406,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5382,False,13795.0
201106,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,International,A,5381,False,13796.0
200908,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5380,False,13797.5
201404,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5380,False,13797.5
200609,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,5379,False,13799.0
201506,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5378,False,13800.0
201002,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5377,False,13801.0
201211,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5375,False,13804.0
201203,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5375,False,13804.0
201202,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5375,False,13804.0
201011,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,5375,False,13804.0
200906,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,5375,True,13804.0
201012,Air France,AF,Air France,AF,International,Europe,Enplaned,Other,International,A,5374,False,13807.0
201504,China Eastern,MU,China Eastern,MU,International,Asia,Deplaned,Other,International,A,5373,False,13808.0
200605,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Deplaned,Other,Terminal 3,F,5372,True,13809.0
201008,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Enplaned,Other,International,G,5371,False,13811.0
201512,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5371,False,13811.0
200512,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,G,5371,False,13811.0
200707,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Enplaned,Low Fare,Terminal 1,B,5370,False,13814.5
201703,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5370,True,13814.5
201604,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5370,False,13814.5
201302,AirTran Airways,FL,AirTran Airways,FL,Domestic,US,Deplaned,Low Fare,Terminal 1,B,5370,False,13814.5
201310,Sun Country Airlines,SY,Sun Country Airlines,SY,Domestic,US,Deplaned,Low Fare,International,A,5369,False,13817.0
201505,Compass Airlines,CP,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 2,D,5367,True,13818.0
201211,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5365,True,13819.0
201301,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5362,False,13820.0
200811,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5358,False,13821.5
201611,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,G,5358,False,13821.5
200612,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5357,False,13823.5
200801,ExpressJet Airlines,XE,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5357,True,13823.5
201404,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5356,False,13825.5
201107,Mesa Airlines,YV,US Airways,US ,Domestic,US,Deplaned,Other,Terminal 1,B,5356,True,13825.5
200803,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,Terminal 1,B,5355,False,13828.0
200512,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5355,False,13828.0
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5355,False,13828.0
201407,Virgin America,VX,Virgin America,VX,International,Mexico,Deplaned,Low Fare,International,A,5354,False,13830.5
201605,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,5354,False,13830.5
201611,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,5353,False,13832.0
201110,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5352,False,13833.5
200701,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5352,False,13833.5
200707,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5351,True,13835.0
200809,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5350,False,13836.0
200802,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5349,False,13837.5
201710,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,5349,False,13837.5
201203,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5348,False,13839.5
201210,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5348,True,13839.5
201309,Aeromexico,AM,Aeromexico,AM,International,Mexico,Enplaned,Other,International,A,5347,False,13841.0
201205,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5346,False,13842.0
201109,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5345,False,13843.5
201712,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5345,False,13843.5
200807,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5343,False,13845.5
201011,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5343,False,13845.5
201010,WestJet Airlines,WS,WestJet Airlines,WS,International,Canada,Deplaned,Other,International,A,5342,False,13847.0
201704,Alaska Airlines,AS,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 2,D,5341,False,13848.5
201707,United Airlines,UA,United Airlines,UA,International,Middle East,Enplaned,Other,International,G,5341,False,13848.5
201305,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5339,False,13850.5
200808,Jet Airways,9W,Jet Airways,9W,International,Asia,Enplaned,Other,International,A,5339,False,13850.5
201111,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5338,False,13852.5
201602,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5338,False,13852.5
200909,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5337,False,13855.0
201111,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5337,False,13855.0
200903,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,5337,True,13855.0
201711,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5336,True,13857.0
200907,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5335,False,13858.0
201504,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5334,False,13859.5
201105,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5334,False,13859.5
201506,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5333,False,13861.0
201602,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5332,False,13862.5
200812,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5332,False,13862.5
201501,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5331,False,13864.0
201603,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5329,False,13865.0
200603,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Deplaned,Other,International,A,5328,False,13867.5
200903,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5328,False,13867.5
201707,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5328,False,13867.5
200612,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5328,False,13867.5
201801,Volaris Airlines,Y4,Volaris Airlines,Y4,International,Mexico,Deplaned,Low Fare,International,A,5326,False,13870.0
201704,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5324,True,13872.0
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5324,False,13872.0
200605,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,5324,False,13872.0
200601,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,G,5321,False,13874.0
200702,Alaska Airlines,AS,Alaska Airlines,AS,International,Canada,Enplaned,Other,Terminal 1,B,5320,False,13876.0
200604,SkyWest Airlines,OO,United Airlines - Pre 07/01/2013,UA,International,Canada,Enplaned,Other,Terminal 3,F,5320,True,13876.0
201701,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5320,False,13876.0
200708,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5318,True,13878.0
201605,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5316,False,13879.0
200611,Air China,CA,Air China,CA,International,Asia,Deplaned,Other,International,G,5315,False,13880.5
200906,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5315,False,13880.5
201011,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5312,False,13882.5
201507,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,5312,False,13882.5
200702,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Deplaned,Other,International,G,5311,False,13884.5
201502,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,E,5311,False,13884.5
200701,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,5309,False,13886.0
201604,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5307,False,13887.0
201107,Mesa Airlines,YV,US Airways,US ,Domestic,US,Enplaned,Other,Terminal 1,B,5306,True,13888.0
200805,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5305,True,13890.0
200807,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Enplaned,Other,International,A,5305,False,13890.0
200809,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,A,5305,False,13890.0
200907,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Enplaned,Other,Terminal 3,E,5304,True,13893.0
200511,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5304,False,13893.0
201311,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5304,False,13893.0
201611,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Deplaned,Other,International,A,5303,False,13895.0
201104,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5302,False,13896.0
201601,Swiss International,LX,Swiss International,LX,International,Europe,Enplaned,Other,International,G,5300,False,13897.0
201307,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5299,False,13898.0
200604,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5298,False,13900.0
200705,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5298,True,13900.0
201707,JetBlue Airways,B6,JetBlue Airways,B6,Domestic,US,Enplaned,Low Fare,International,G,5298,False,13900.0
201610,WOW Air,WW,WOW Air,WW,International,Europe,Enplaned,Other,International,A,5297,False,13903.0
201304,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5297,False,13903.0
201008,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5297,False,13903.0
201310,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5296,False,13905.0
201612,Compass Airlines,CP,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5295,True,13906.0
201310,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5291,True,13907.0
201712,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5290,False,13908.0
201402,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5289,False,13910.0
200808,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5289,False,13910.0
201503,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5289,False,13910.0
200610,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Deplaned,Other,International,G,5288,False,13912.5
201309,Aeromexico,AM,Aeromexico,AM,International,Mexico,Deplaned,Other,International,A,5288,False,13912.5
201403,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Enplaned,Other,International,A,5286,False,13914.0
201406,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5285,False,13915.0
200507,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5284,True,13916.0
201103,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5283,False,13918.0
200708,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Deplaned,Other,Terminal 1,C,5283,True,13918.0
201212,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Thru / Transit,Other,Terminal 3,F,5283,False,13918.0
201009,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5282,False,13920.0
200708,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5281,False,13922.0
201302,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5281,False,13922.0
201401,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5281,False,13922.0
200806,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5280,True,13924.0
201309,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5279,True,13925.0
200806,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5278,False,13927.0
200711,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Deplaned,Other,International,A,5278,False,13927.0
201701,Air India Limited,AI,Air India Limited,AI,International,Asia,Enplaned,Other,International,G,5278,False,13927.0
201003,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5277,False,13930.0
201606,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5277,False,13930.0
200807,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5277,True,13930.0
201207,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5276,True,13932.0
200904,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5275,False,13933.0
201605,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5273,False,13935.5
201607,United Airlines,UA,United Airlines,UA,International,Mexico,Enplaned,Other,International,G,5273,False,13935.5
200802,All Nippon Airways,NH,All Nippon Airways,NH,International,Asia,Enplaned,Other,International,G,5273,False,13935.5
201512,Virgin America,VX,Virgin America,VX,International,Mexico,Enplaned,Low Fare,Terminal 2,D,5273,False,13935.5
201411,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5272,False,13938.0
201702,China Southern,CZ,China Southern,CZ,International,Asia,Enplaned,Other,International,A,5268,False,13940.0
200508,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5268,True,13940.0
201101,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5268,False,13940.0
201111,Korean Air Lines,KE,Korean Air Lines,KE,International,Asia,Deplaned,Other,International,A,5267,False,13942.5
201705,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5267,False,13942.5
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,International,G,5266,False,13944.5
201511,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5266,False,13944.5
200810,Air New Zealand,NZ,Air New Zealand,NZ,International,Australia / Oceania,Deplaned,Other,International,G,5265,False,13947.0
200910,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5265,False,13947.0
201506,Swiss International,LX,Swiss International,LX,International,Europe,Deplaned,Other,International,G,5265,False,13947.0
201002,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5262,False,13949.0
201107,Delta Air Lines,DL,Delta Air Lines,DL,International,Asia,Enplaned,Other,International,A,5258,False,13950.5
201509,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Enplaned,Other,International,A,5258,False,13950.5
200507,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Enplaned,Other,Terminal 1,B,5257,True,13952.0
201307,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Enplaned,Other,International,A,5256,False,13953.0
200708,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5255,True,13954.0
201007,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5254,False,13955.0
201202,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Deplaned,Other,International,A,5253,False,13958.0
201611,TACA,TA,TACA,TA,International,Central America,Enplaned,Other,International,A,5253,False,13958.0
201803,Alaska Airlines,AS,Alaska Airlines,AS,International,Mexico,Deplaned,Other,International,A,5253,False,13958.0
201611,WOW Air,WW,WOW Air,WW,International,Europe,Deplaned,Other,International,A,5253,False,13958.0
201208,Philippine Airlines,PR,Philippine Airlines,PR,International,Asia,Enplaned,Other,International,A,5253,False,13958.0
201211,Horizon Air ,QX,Alaska Airlines,AS,Domestic,US,Deplaned,Other,Terminal 1,B,5252,True,13961.0
200812,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,5251,False,13962.0
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,International,G,5249,False,13963.0
201501,Air China,CA,Air China,CA,International,Asia,Enplaned,Other,International,G,5248,False,13964.0
201702,Air India Limited,AI,Air India Limited,AI,International,Asia,Deplaned,Other,International,G,5247,False,13965.0
200903,Japan Airlines,JL,Japan Airlines,JL,International,Asia,Deplaned,Other,International,A,5246,False,13966.5
201701,Etihad Airways,EY,Etihad Airways,EY,International,Middle East,Enplaned,Other,International,A,5246,False,13966.5
200712,SkyWest Airlines,OO,Delta Air Lines,DL,Domestic,US,Enplaned,Other,Terminal 1,C,5244,True,13968.5
201401,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5244,False,13968.5
200703,Mexicana Airlines,MX,Mexicana Airlines,MX,International,Mexico,Enplaned,Other,International,G,5242,False,13970.0
200906,Qantas Airways,QF,Qantas Airways,QF,International,Australia / Oceania,Enplaned,Other,International,A,5241,False,13971.0
201609,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5240,False,13972.0
201306,TACA,TA,TACA,TA,International,Central America,Deplaned,Other,International,A,5238,False,13973.0
201112,KLM Royal Dutch Airlines,KL,KLM Royal Dutch Airlines,KL,International,Europe,Enplaned,Other,International,A,5237,False,13974.0
201705,SkyWest Airlines,OO,United Airlines,UA,International,Canada,Enplaned,Other,Terminal 3,F,5236,True,13975.0
201802,SAS Airlines,SK,SAS Airlines,SK,International,Europe,Deplaned,Other,International,G,5235,False,13976.5
200707,Asiana Airlines,OZ,Asiana Airlines,OZ,International,Asia,Deplaned,Other,International,A,5235,False,13976.5
201410,Aer Lingus,EI,Aer Lingus,EI,International,Europe,Deplaned,Other,International,G,5234,False,13978.0
200508,American Eagle Airlines,MQ,American Airlines,AA,Domestic,US,Deplaned,Other,Terminal 3,E,5233,True,13979.0
201507,China Eastern,MU,China Eastern,MU,International,Asia,Enplaned,Other,International,A,5232,False,13980.0
200902,Northwest Airlines,NW,Northwest Airlines,NW,International,Asia,Deplaned,Other,International,A,5231,False,13981.0
201512,United Airlines,UA,United Airlines,UA,International,Canada,Deplaned,Other,Terminal 3,F,5229,False,13982.0
