Activity Period,Operating Airline,Operating Airline IATA Code,Published Airline,Published Airline IATA Code,GEO Summary,GEO Region,Activity Type Code,Price Category Code,Terminal,Boarding Area,Passenger Count,Operating != Published,Rank by Passenger Count
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,659837,False,1.0
201308,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,629003,False,2.0
201307,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,625885,False,3.0
201307,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,622871,False,4.0
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,573619,False,5.0
201310,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,558030,False,6.0
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,557002,False,7.0
201312,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,556208,False,8.0
201312,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,553433,False,9.0
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,548374,False,10.0
201309,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,544302,False,11.0
201708,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,543516,False,12.0
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,538037,False,13.0
201311,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,522199,False,14.0
201707,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,511281,False,15.0
201311,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,506882,False,16.0
201401,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,482915,False,17.0
201401,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,473688,False,18.0
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,473183,False,19.0
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,472742,False,20.0
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,469999,False,21.0
201706,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,466748,False,22.0
201710,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,465405,False,23.0
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,457074,False,24.0
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,454710,False,25.0
201709,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,451656,False,26.0
200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,443656,False,27.0
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,442322,False,28.0
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,437967,False,29.0
201608,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,436976,False,30.0
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,435510,False,31.0
201711,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,434683,False,32.0
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,433650,False,33.0
201712,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,430593,False,34.0
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,430111,False,35.0
201107,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,428431,False,36.0
201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,428141,False,37.0
201108,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,424817,False,38.0
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,423758,False,39.0
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,423601,False,40.0
200908,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,422989,False,41.0
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,422676,False,42.0
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,422203,False,43.0
200507,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,421802,False,44.0
201607,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,421784,False,45.0
201008,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,420700,False,46.0
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,420430,False,47.0
200907,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,420420,False,48.0
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,419569,False,49.0
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,417465,False,50.0
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,416752,False,51.0
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,414466,False,52.0
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,413640,False,53.0
201106,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,411250,False,54.0
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,410861,False,55.0
201803,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,410420,False,56.0
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,409257,False,57.0
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,409218,False,58.0
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,409190,False,59.0
201007,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,408291,False,60.0
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,406700,False,61.0
200708,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,406143,False,62.0
201606,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,406075,False,63.0
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,405636,False,64.0
201705,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,405132,False,65.0
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404970,False,66.0
201010,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,404967,False,67.0
201208,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404838,False,68.0
200606,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404815,False,69.0
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,404581,False,70.0
201207,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,404310,False,71.0
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,403640,False,72.0
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,403619,False,73.0
201208,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,402963,False,74.0
201005,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,402588,False,75.0
201110,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,402482,False,76.0
201006,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,400924,False,77.0
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,399207,False,78.0
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,399109,False,79.0
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,398852,False,80.0
200508,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,398135,False,81.0
200605,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,397549,False,82.0
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,397287,False,83.0
200707,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,397134,False,84.0
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,396295,False,85.0
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,396292,False,86.0
200607,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,395122,False,87.0
200706,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,393528,False,88.0
201407,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,393459,False,89.0
200705,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,393135,False,90.0
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,392724,False,91.0
200906,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,392536,False,92.0
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,392480,False,93.0
200603,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,392302,False,94.0
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,392063,False,95.0
200808,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,391820,False,96.0
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,391391,False,97.0
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,391246,False,98.0
201109,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,390363,False,99.0
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,389815,False,100.0
200608,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,388993,False,101.0
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,388797,False,102.0
201203,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,388088,False,103.0
200807,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,388052,False,104.0
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,387762,False,105.0
201203,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,387272,False,106.0
201610,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,387145,False,107.0
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,387105,False,108.0
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,387099,False,109.0
201703,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,386706,False,110.0
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,386464,False,111.0
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,386334,False,112.0
201112,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,385450,False,113.0
201003,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,385230,False,114.0
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,384334,False,115.0
200610,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,384259,False,116.0
201609,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,383855,False,117.0
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,383555,False,118.0
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,382751,False,119.0
200512,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,382711,False,120.0
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,382060,False,121.0
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,381632,False,122.0
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,381602,False,123.0
200604,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,381246,False,124.0
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,381242,False,125.0
201105,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,381140,False,126.0
200603,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,381002,False,127.0
201009,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,380843,False,128.0
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,380704,False,129.0
200905,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,379700,False,130.0
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,379265,False,131.0
200910,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,378838,False,132.0
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,378428,False,133.0
201004,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,378048,False,134.0
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,377299,False,135.0
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,377134,False,136.0
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,375796,False,137.0
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,375229,False,138.0
201111,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,374352,False,139.0
200710,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,374340,False,140.0
200511,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,374221,False,141.0
200806,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,374046,False,142.0
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,373976,False,143.0
200903,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,373760,False,144.0
201507,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,373526,False,145.0
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,373299,False,146.0
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,372378,False,147.0
200805,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,371893,False,148.0
201703,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,371608,False,149.0
201206,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,371600,False,150.0
200703,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,370997,False,151.0
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,370807,False,152.0
200704,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,369304,False,153.0
201704,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,368236,False,154.0
201011,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,368189,False,155.0
200803,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,367925,False,156.0
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,367743,False,157.0
200609,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,367111,False,158.0
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,366814,False,159.0
200904,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,366632,False,160.0
201408,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,366190,False,161.0
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,365334,False,162.0
201508,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,364880,False,163.0
201012,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,364504,False,164.0
200612,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,364408,False,165.0
201410,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,364006,False,166.0
200709,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,363949,False,167.0
201201,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,363731,False,168.0
200912,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,363333,False,169.0
201801,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,362749,False,170.0
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,362488,False,171.0
201205,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,361349,False,172.0
200611,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,361206,False,173.0
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,360563,False,174.0
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,360460,False,175.0
201404,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,360412,False,176.0
200909,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,359882,False,177.0
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,359645,False,178.0
201209,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,359585,False,179.0
201612,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,359534,False,180.0
201201,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,359377,False,181.0
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,358383,False,182.0
201405,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357811,False,183.0
200509,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357533,False,184.0
201605,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,357467,False,185.0
201506,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,357138,False,186.0
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,355551,False,187.0
200510,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,355445,False,188.0
201410,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,355291,False,189.0
201406,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,354631,False,190.0
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,354222,False,191.0
201510,United Airlines,UA,United Airlines,UA,Domestic,US,Enplaned,Other,Terminal 3,F,353471,False,192.0
200810,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,352917,False,193.0
200911,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,352889,False,194.0
200804,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,352456,False,195.0
201505,United Airlines,UA,United Airlines,UA,Domestic,US,Deplaned,Other,Terminal 3,F,352219,False,196.0
201103,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,352122,False,197.0
201204,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Enplaned,Other,Terminal 3,F,352098,False,198.0
200711,United Airlines - Pre 07/01/2013,UA,United Airlines - Pre 07/01/2013,UA,Domestic,US,Deplaned,Other,Terminal 3,F,351116,False,199.0
